X,Y,k2
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.4220627,37.78992,0
-122.439819,37.71410519,1
-122.4137971,37.76027404,1
-122.417971,37.75948846,1
-122.4034048,37.77542071,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.4115696,37.75826491,1
-122.4115696,37.75826491,1
-122.412458,37.71473474,1
-122.4321716,37.72234984,1
-122.5096447,37.77520654,1
-122.4195616,37.76321611,1
-122.4224355,37.7917626,0
-122.4179645,37.75869682,1
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4217015,37.77364122,1
-122.4178126,37.75710058,1
-122.404828,37.78975969,0
-122.4041954,37.79122552,0
-122.4171804,37.76196742,1
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.4148451,37.76050007,1
-122.4179558,37.75788012,1
-122.4159216,37.75961232,1
-122.4179976,37.77695511,0
-122.4701904,37.78087579,0
-122.4265081,37.78593426,0
-122.4117474,37.78599883,0
-122.4071145,37.78990198,0
-122.4059415,37.79046318,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.4034048,37.77542071,0
-122.4034048,37.77542071,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.3883799,37.78331041,0
-122.4178179,37.75788844,1
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4179558,37.75788012,1
-122.4096608,37.78643945,0
-122.4662047,37.77254054,1
-122.4034048,37.77542071,0
-122.4901702,37.74246824,1
-122.4815921,37.74273555,1
-122.5048837,37.75304221,1
-122.4696281,37.78172,0
-122.4418116,37.79900194,0
-122.4754846,37.73836557,1
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.4588606,37.78125509,0
-122.4157813,37.75883121,1
-122.4179645,37.75869682,1
-122.4783496,37.75133397,1
-122.4179645,37.75869682,1
-122.4086486,37.78491247,0
-122.4361945,37.72272704,1
-122.4083843,37.78782711,0
-122.4083843,37.78782711,0
-122.4083843,37.78782711,0
-122.4712503,37.78057886,0
-122.406981,37.79463732,0
-122.4047676,37.79466465,0
-122.4039048,37.79417118,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.4236828,37.79620462,0
-122.4236828,37.79620462,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4187383,37.75461724,1
-122.4181201,37.76030123,1
-122.4170284,37.76036569,1
-122.3850015,37.73307082,1
-122.416721,37.75716778,1
-122.416472,37.76034537,1
-122.417971,37.75948846,1
-122.4159299,37.760433,1
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4085951,37.78370693,0
-122.4452171,37.78273884,0
-122.4040796,37.71085552,1
-122.411857,37.78832355,0
-122.404828,37.78975969,0
-122.3955653,37.76263842,1
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.417971,37.75948846,1
-122.4094083,37.7644228,1
-122.4093365,37.79250674,0
-122.4179645,37.75869682,1
-122.4179645,37.75869682,1
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4159299,37.760433,1
-122.4083843,37.78782711,0
-122.408231,37.7873595,0
-122.4176606,37.75550434,1
-122.4176606,37.75550434,1
-122.4155435,37.76212135,1
-122.4170167,37.75954609,1
-122.4222545,37.77739831,0
-122.4107216,37.78709665,0
-122.4179645,37.75869682,1
-122.4148451,37.76050007,1
-122.4179645,37.75869682,1
-122.4182722,37.76190296,1
-122.4160709,37.76121422,1
-122.4179645,37.75869682,1
-122.4181201,37.76030123,1
-122.4901702,37.74246824,1
-122.4781942,37.76256309,1
-122.416033,37.78833512,0
-122.4071145,37.78990198,0
-122.404828,37.78975969,0
-122.4142338,37.75409869,1
-122.4118001,37.78408904,0
-122.4181201,37.76030123,1
-122.4084039,37.78829339,0
-122.4179645,37.75869682,1
-122.4168787,37.75955441,1
-122.4163311,37.758852,1
-122.4034091,37.75317799,1
-122.4034091,37.75317799,1
-122.4176606,37.75550434,1
-122.4110908,37.76170098,1
-122.4110908,37.76170098,1
-122.4098766,37.78714881,0
-122.4221883,37.77269482,1
-122.4221883,37.77269482,1
-122.4815921,37.74273555,1
-122.404828,37.78975969,0
-122.4117474,37.78599883,0
-122.408231,37.7873595,0
-122.4196718,37.76505012,1
-122.4181201,37.76030123,1
-122.4121739,37.76291678,1
-122.4121739,37.76291678,1
-122.4034048,37.77542071,0
-122.4034048,37.77542071,0
-122.4178126,37.75710058,1
-122.4923165,37.74237373,1
-122.4128571,37.78558044,0
-122.4054908,37.793979,0
-122.4190589,37.75942275,1
-122.4190589,37.75942275,1
-122.4190589,37.75942275,1
-122.4156293,37.75723223,1
-122.4098766,37.78714881,0
-122.4454748,37.7323966,1
-122.417904,37.78516709,0
-122.4034048,37.77542071,0
-122.4179645,37.75869682,1
-122.4179645,37.75869682,1
-122.4091554,37.78632459,0
-122.4157813,37.75883121,1
-122.4080405,37.7864094,0
-122.4082474,37.78784326,0
-122.4054666,37.76460488,1
-122.4054666,37.76460488,1
-122.4082474,37.78784326,0
-122.4156293,37.75723223,1
-122.4127553,37.78672593,0
-122.4185621,37.78418471,0
-122.4185621,37.78418471,0
-122.4174883,37.7651818,1
-122.408231,37.7873595,0
-122.4084039,37.78829339,0
-122.4084039,37.78829339,0
-122.408231,37.7873595,0
-122.4083843,37.78782711,0
-122.3800288,37.73203743,1
-122.4101114,37.77863205,0
-122.4101114,37.77863205,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4083843,37.78782711,0
-122.417971,37.75948846,1
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4068865,37.78873458,0
-122.4138201,37.7857383,0
-122.4138201,37.7857383,0
-122.4160252,37.75565596,1
-122.4067754,37.78849829,0
-122.4890902,37.74240576,1
-122.4890902,37.74240576,1
-122.4041954,37.79122552,0
-122.4041954,37.79122552,0
-122.4189631,37.7584203,1
-122.408231,37.7873595,0
-122.4159299,37.760433,1
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.400916,37.78545749,0
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.5096622,37.76303555,1
-122.408231,37.7873595,0
-122.4199301,37.78682621,0
-122.4125029,37.7590273,1
-122.4125029,37.7590273,1
-122.408231,37.7873595,0
-122.4171699,37.76114776,1
-122.405284,37.79655105,0
-122.4039949,37.79461182,0
-122.4059415,37.79046318,0
-122.4040796,37.71085552,1
-122.4027809,37.72584013,1
-122.4124392,37.78772274,0
-122.4179645,37.75869682,1
-122.417971,37.75948846,1
-122.417971,37.75948846,1
-122.4178126,37.75710058,1
-122.4157813,37.75883121,1
-122.411702,37.78787188,0
-122.4181089,37.75948013,1
-122.4248086,37.79839176,0
-122.3834339,37.72973815,1
-122.408231,37.7873595,0
-122.4124227,37.76482503,1
-122.4124227,37.76482503,1
-122.4182085,37.75552449,1
-122.4696557,37.76481817,1
-122.4107917,37.78369523,0
-122.4107917,37.78369523,0
-122.4173326,37.7635719,1
-122.4173326,37.7635719,1
-122.4266351,37.75496242,1
-122.4266351,37.75496242,1
-122.4106997,37.78698819,0
-122.4182742,37.7870372,0
-122.4182742,37.7870372,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4183688,37.78748616,0
-122.4183688,37.78748616,0
-122.4163897,37.76524912,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4102714,37.78950163,0
-122.4102714,37.78950163,0
-122.4184863,37.76349544,1
-122.4098766,37.78714881,0
-122.4989747,37.76078667,1
-122.440593,37.71630467,1
-122.5021487,37.77554963,1
-122.4053965,37.7935249,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4179645,37.75869682,1
-122.4159299,37.760433,1
-122.404828,37.78975969,0
-122.4034048,37.77542071,0
-122.4106997,37.78698819,0
-122.4080405,37.7864094,0
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4054688,37.76392592,1
-122.4054688,37.76392592,1
-122.4190527,37.75863241,1
-122.4196718,37.76505012,1
-122.4344574,37.76097661,1
-122.4105198,37.75276673,1
-122.4159216,37.75961232,1
-122.4034091,37.75317799,1
-122.4092561,37.7882399,0
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4100599,37.78808253,0
-122.3923477,37.78906036,0
-122.4184863,37.76349544,1
-122.4193604,37.7618358,1
-122.4193604,37.7618358,1
-122.4171852,37.76275834,1
-122.4178179,37.75788844,1
-122.4178126,37.75710058,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184459,37.78821845,0
-122.4184459,37.78821845,0
-122.4156293,37.75723223,1
-122.4054688,37.76392592,1
-122.4054688,37.76392592,1
-122.4001802,37.79130465,0
-122.4121796,37.76226306,1
-122.4121796,37.76226306,1
-122.4130451,37.75894021,1
-122.4130451,37.75894021,1
-122.4157703,37.75801183,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4179645,37.75869682,1
-122.4152294,37.75880834,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4880259,37.74256262,1
-122.4172605,37.75707902,1
-122.4182219,37.74816641,1
-122.4179645,37.75869682,1
-122.4160784,37.76203479,1
-122.4173326,37.7635719,1
-122.4170284,37.76036569,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4160709,37.76121422,1
-122.4175772,37.76038881,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4159299,37.760433,1
-122.4189042,37.75703611,1
-122.4179645,37.75869682,1
-122.4083843,37.78782711,0
-122.4083843,37.78782711,0
-122.4146931,37.75889559,1
-122.4156055,37.76771775,1
-122.4159216,37.75961232,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4730304,37.74322155,1
-122.4630791,37.72547657,1
-122.4159299,37.760433,1
-122.4603018,37.72420853,1
-122.4595646,37.72469269,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4178126,37.75710058,1
-122.4178126,37.75710058,1
-122.4178126,37.75710058,1
-122.4178126,37.75710058,1
-122.4178126,37.75710058,1
-122.4193604,37.7618358,1
-122.4178126,37.75710058,1
-122.4179645,37.75869682,1
-122.4179645,37.75869682,1
-122.4168636,37.75794595,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4184677,37.78796526,0
-122.4099253,37.7877641,0
-122.4120562,37.76098991,1
-122.4152399,37.75891788,1
-122.4083843,37.78782711,0
-122.4178126,37.75710058,1
-122.408231,37.7873595,0
-122.4106997,37.78698819,0
-122.4106997,37.78698819,0
-122.4157813,37.75883121,1
-122.4178126,37.75710058,1
-122.4181201,37.76030123,1
-122.4068865,37.78873458,0
-122.4192083,37.76023408,1
-122.4068865,37.78873458,0
-122.411702,37.78787188,0
-122.4106997,37.78698819,0
-122.4159299,37.760433,1
-122.4137041,37.7599912,1
-122.4137041,37.7599912,1
-122.3961777,37.76393304,1
-122.3961777,37.76393304,1
-122.4034091,37.75317799,1
-122.4193502,37.76101609,1
-122.4193502,37.76101609,1
-122.4193173,37.7879137,0
-122.4129991,37.78627746,0
-122.4041954,37.79122552,0
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4159299,37.760433,1
-122.4173326,37.7635719,1
-122.4160784,37.76203479,1
-122.4160784,37.76203479,1
-122.4068252,37.74105498,1
-122.4159299,37.760433,1
-122.4221883,37.77269482,1
-122.4225861,37.77204726,1
-122.4172733,37.78614939,0
-122.416033,37.78833512,0
-122.404828,37.78975969,0
-122.4173326,37.7635719,1
-122.4173326,37.7635719,1
-122.4165576,37.75474851,1
-122.4179645,37.75869682,1
