,X,Y,k,centroid
3818,-122.420691681,37.7905770711,0,False
3819,-122.420691681,37.7905770711,0,False
3820,-122.420691681,37.7905770711,0,False
3821,-122.420691681,37.7905770711,0,False
3822,-122.420691681,37.7905770711,0,False
3823,-122.420691681,37.7905770711,0,False
3824,-122.420874632,37.7914943052,0,False
3825,-122.420874632,37.7914943052,0,False
3826,-122.418486297,37.7634954373,1,False
3827,-122.418486297,37.7634954373,1,False
3828,-122.411846266,37.7311823109,1,False
3829,-122.411846266,37.7311823109,1,False
3830,-122.417817853,37.7578884408,1,False
3831,-122.417817853,37.7578884408,1,False
3832,-122.417710345,37.7842362878,0,False
3833,-122.418108926,37.7594801326,1,False
3834,-122.418108926,37.7594801326,1,False
3835,-122.416075285,37.7844496613,0,False
3836,-122.419623544,37.760265223,1,False
3837,-122.419623544,37.760265223,1,False
3838,-122.419039119,37.7907880214,0,False
3839,-122.419039119,37.7907880214,0,False
3840,-122.418108926,37.7594801326,1,False
3841,-122.419658344,37.7642205604,1,False
3842,-122.470190416,37.7808757917,4,False
3843,-122.41854994,37.7642837095,1,False
3844,-122.41639751,37.7660492416,1,False
3845,-122.418467748,37.787965257,0,False
3846,-122.42022629,37.7665942917,1,False
3847,-122.421395819,37.7856843389,0,False
3848,-122.421011928,37.7838226942,0,False
3849,-122.419039119,37.7907880214,0,False
3850,-122.419039119,37.7907880214,0,False
3851,-122.419039119,37.7907880214,0,False
3852,-122.418486297,37.7634954373,1,False
3853,-122.418486297,37.7634954373,1,False
3854,-122.419515708,37.7634292328,1,False
3855,-122.416863556,37.7579459515,1,False
3856,-122.416863556,37.7579459515,1,False
3857,-122.416070933,37.7612142237,1,False
3858,-122.416070933,37.7612142237,1,False
3859,-122.419183096,37.7830998245,0,False
3860,-122.418486297,37.7634954373,1,False
3861,-122.416916142,37.7843944492,0,False
3862,-122.403404791,37.7754207067,3,False
3863,-122.420691681,37.7905770711,0,False
3864,-122.420691681,37.7905770711,0,False
3865,-122.420691681,37.7905770711,0,False
3866,-122.420691681,37.7905770711,0,False
3867,-122.418486297,37.7634954373,1,False
3868,-122.418486297,37.7634954373,1,False
3869,-122.418486297,37.7634954373,1,False
3870,-122.418486297,37.7634954373,1,False
3871,-122.409129634,37.7838066631,3,False
3872,-122.416374836,37.7644225166,1,False
3873,-122.419039119,37.7907880214,0,False
3874,-122.419039119,37.7907880214,0,False
3875,-122.419039119,37.7907880214,0,False
3876,-122.417710345,37.7842362878,0,False
3877,-122.416236885,37.7644311472,1,False
3878,-122.417964484,37.7586968166,1,False
3879,-122.415921585,37.7596123169,1,False
3880,-122.420691681,37.7905770711,0,False
3881,-122.422330464,37.7903690689,0,False
3882,-122.465214622,37.7127653524,2,False
3883,-122.416482528,37.7604549121,1,False
3884,-122.416482528,37.7604549121,1,False
3885,-122.504756154,37.7356169339,4,False
3886,-122.420691681,37.7905770711,0,False
3887,-122.415770264,37.7580118295,1,False
3888,-122.415770264,37.7580118295,1,False
3889,-122.423031175,37.7854818747,0,False
3890,-122.417964484,37.7586968166,1,False
3891,-122.415770264,37.7580118295,1,False
3892,-122.418486297,37.7634954373,1,False
3893,-122.418486297,37.7634954373,1,False
3894,-122.417332583,37.7635718956,1,False
3895,-122.420691681,37.7905770711,0,False
3896,-122.420691681,37.7905770711,0,False
3897,-122.418486297,37.7634954373,1,False
3898,-122.418486297,37.7634954373,1,False
3899,-122.418486297,37.7634954373,1,False
3900,-122.418486297,37.7634954373,1,False
3901,-122.418415888,37.7626869632,1,False
3902,-122.419039119,37.7907880214,0,False
3903,-122.421011928,37.7838226942,0,False
3904,-122.417964484,37.7586968166,1,False
3905,-122.416320645,37.7587424639,1,False
3906,-122.416320645,37.7587424639,1,False
3907,-122.417802963,37.7562822237,1,False
3908,-122.418277911,37.7626952876,1,False
3909,-122.418277911,37.7626952876,1,False
3910,-122.423340547,37.7962454397,0,False
3911,-122.416075285,37.7844496613,0,False
3912,-122.416075285,37.7844496613,0,False
3913,-122.420691681,37.7905770711,0,False
3914,-122.420691681,37.7905770711,0,False
3915,-122.422330464,37.7903690689,0,False
3916,-122.415921585,37.7596123169,1,False
3917,-122.415921585,37.7596123169,1,False
3918,-122.417312387,37.7819132276,0,False
3919,-122.419039119,37.7907880214,0,False
3920,-122.419039119,37.7907880214,0,False
3921,-122.407932868,37.7815063666,3,False
3922,-122.420691681,37.7905770711,0,False
3923,-122.420691681,37.7905770711,0,False
3924,-122.420691681,37.7905770711,0,False
3925,-122.416075285,37.7844496613,0,False
3926,-122.418486297,37.7634954373,1,False
3927,-122.418486297,37.7634954373,1,False
3928,-122.418486297,37.7634954373,1,False
3929,-122.406981047,37.7946373197,3,False
3930,-122.417913862,37.7635887638,1,False
3931,-122.415313788,37.7532172679,1,False
3932,-122.416075285,37.7844496613,0,False
3933,-122.418274172,37.7870372044,0,False
3934,-122.419039119,37.7907880214,0,False
3935,-122.419039119,37.7907880214,0,False
3936,-122.41739283,37.7909741244,0,False
3937,-122.418415888,37.7626869632,1,False
3938,-122.418844748,37.789829767,0,False
3939,-122.420691681,37.7905770711,0,False
3940,-122.422330464,37.7903690689,0,False
3941,-122.422330464,37.7903690689,0,False
3942,-122.422330464,37.7903690689,0,False
3943,-122.422139511,37.7894107633,0,False
3944,-122.418844748,37.789829767,0,False
3945,-122.418844748,37.789829767,0,False
3946,-122.417710345,37.7842362878,0,False
3947,-122.41739283,37.7909741244,0,False
3948,-122.41739283,37.7909741244,0,False
3949,-122.422874083,37.7930494294,0,False
3950,-122.417970955,37.7594884557,1,False
3951,-122.416261837,37.7853750846,0,False
3952,-122.41891839,37.7859407304,0,False
3953,-122.421949488,37.7884881521,0,False
3954,-122.416863556,37.7579459515,1,False
3955,-122.417970955,37.7594884557,1,False
3956,-122.419039119,37.7907880214,0,False
3957,-122.419039119,37.7907880214,0,False
3958,-122.414987729,37.7612794105,1,False
3959,-122.414987729,37.7612794105,1,False
3960,-122.419039119,37.7907880214,0,False
3961,-122.419039119,37.7907880214,0,False
3962,-122.419039119,37.7907880214,0,False
3963,-122.419039119,37.7907880214,0,False
3964,-122.418486297,37.7634954373,1,False
3965,-122.418486297,37.7634954373,1,False
3966,-122.418486297,37.7634954373,1,False
3967,-122.418486297,37.7634954373,1,False
3968,-122.409274109,37.7535802616,1,False
3969,-122.419549569,37.7849590113,0,False
3970,-122.417955822,37.7578801214,1,False
3971,-122.418120086,37.760301234,1,False
3972,-122.41739283,37.7909741244,0,False
3973,-122.41739283,37.7909741244,0,False
3974,-122.419039119,37.7907880214,0,False
3975,-122.419039119,37.7907880214,0,False
3976,-122.418486297,37.7634954373,1,False
3977,-122.418486297,37.7634954373,1,False
3978,-122.418415888,37.7626869632,1,False
3979,-122.417169895,37.7611477648,1,False
3980,-122.417169895,37.7611477648,1,False
3981,-122.41493567,37.7557215581,1,False
3982,-122.41493567,37.7557215581,1,False
3983,-122.417913862,37.7635887638,1,False
3984,-122.413591696,37.7638222259,1,False
3985,-122.426879916,37.7516832454,1,False
3986,-122.417817853,37.7578884408,1,False
3987,-122.416075285,37.7844496613,0,False
3988,-122.419039119,37.7907880214,0,False
3989,-122.419039119,37.7907880214,0,False
3990,-122.419039119,37.7907880214,0,False
3991,-122.419039119,37.7907880214,0,False
3992,-122.418486297,37.7634954373,1,False
3993,-122.418486297,37.7634954373,1,False
3994,-122.418486297,37.7634954373,1,False
3995,-122.418486297,37.7634954373,1,False
3996,-122.418486297,37.7634954373,1,False
3997,-122.418108926,37.7594801326,1,False
3998,-122.413310043,37.764614699,1,False
3999,-122.418108926,37.7594801326,1,False
4000,-122.418415888,37.7626869632,1,False
4001,-122.418108926,37.7594801326,1,False
4002,-122.419039119,37.7907880214,0,False
4003,-122.419039119,37.7907880214,0,False
4004,-122.416230393,37.7636337703,1,False
4005,-122.416230393,37.7636337703,1,False
4006,-122.419039119,37.7907880214,0,False
4007,-122.419039119,37.7907880214,0,False
4008,-122.419039119,37.7907880214,0,False
4009,-122.417332583,37.7635718956,1,False
4010,-122.417332583,37.7635718956,1,False
4011,-122.415932937,37.761222333,1,False
4012,-122.417339032,37.7643660723,1,False
4013,-122.41592985,37.7604330004,1,False
4014,-122.41592985,37.7604330004,1,False
4015,-122.417180449,37.7619674218,1,False
4016,-122.417180449,37.7619674218,1,False
4017,-122.418486297,37.7634954373,1,False
4018,-122.413591696,37.7638222259,1,False
4019,-122.418090767,37.7861007452,0,False
4020,-122.413285565,37.7638980127,1,False
4021,-122.416710634,37.7563479681,1,False
4022,-122.415921585,37.7596123169,1,False
4023,-122.421056878,37.7923840814,0,False
4024,-122.420691681,37.7905770711,0,False
4025,-122.420874632,37.7914943052,0,False
4026,-122.422695629,37.7921733285,0,False
4027,-122.422695629,37.7921733285,0,False
4028,-122.418658295,37.7889098399,0,False
4029,-122.418467748,37.787965257,0,False
4030,-122.403404791,37.7754207067,3,False
4031,-122.403404791,37.7754207067,3,False
4032,-122.392491355,37.727247625,1,False
4033,-122.392491355,37.727247625,1,False
4034,-122.411857033,37.788323545,0,False
4035,-122.416220196,37.762815158,1,False
4036,-122.420874632,37.7914943052,0,False
4037,-122.418486297,37.7634954373,1,False
4038,-122.418486297,37.7634954373,1,False
4039,-122.419977853,37.763457193,1,False
4040,-122.413591696,37.7638222259,1,False
4041,-122.421099707,37.763281565,1,False
4042,-122.426995327,37.8008726328,0,False
4043,-122.412671983,37.7642255809,1,False
4044,-122.423413057,37.7957371092,0,False
4045,-122.423413057,37.7957371092,0,False
4046,-122.411826281,37.7642766927,1,False
4047,-122.416230393,37.7636337703,1,False
4048,-122.416230393,37.7636337703,1,False
4049,-122.416230393,37.7636337703,1,False
4050,-122.421821806,37.7887291945,0,False
4051,-122.416075285,37.7844496613,0,False
4052,-122.410070329,37.8021843267,0,False
4053,-122.418262236,37.7610817999,1,False
4054,-122.418820542,37.7619234801,1,False
4055,-122.403404791,37.7754207067,3,False
4056,-122.418415888,37.7626869632,1,False
4057,-122.417964484,37.7586968166,1,False
4058,-122.418124262,37.7610901241,1,False
4059,-122.418486297,37.7634954373,1,False
4060,-122.50966216,37.763035554,4,False
4061,-122.417664997,37.7562905437,1,False
4062,-122.418277911,37.7626952876,1,False
4063,-122.415921585,37.7596123169,1,False
4064,-122.415921585,37.7596123169,1,False
4065,-122.417970955,37.7594884557,1,False
4066,-122.417970955,37.7594884557,1,False
4067,-122.420874632,37.7914943052,0,False
4068,-122.416230393,37.7636337703,1,False
4069,-122.417970955,37.7594884557,1,False
4070,-122.420874632,37.7914943052,0,False
4071,-122.415617252,37.756413769,1,False
4072,-122.417955822,37.7578801214,1,False
4073,-122.417802963,37.7562822237,1,False
4074,-122.417511997,37.7546910849,1,False
4075,-122.417511997,37.7546910849,1,False
4076,-122.415770264,37.7580118295,1,False
4077,-122.415770264,37.7580118295,1,False
4078,-122.415770264,37.7580118295,1,False
4079,-122.420497289,37.7896188193,0,False
4080,-122.417955822,37.7578801214,1,False
4081,-122.417955822,37.7578801214,1,False
4082,-122.415543548,37.7621213524,1,False
4083,-122.480891911,37.7549642844,4,False
4084,-122.480891911,37.7549642844,4,False
4085,-122.418513906,37.75872019,1,False
4086,-122.418513906,37.75872019,1,False
4087,-122.418262236,37.7610817999,1,False
4088,-122.418262236,37.7610817999,1,False
4089,-122.416261837,37.7853750846,0,False
4090,-122.416082198,37.7628232674,1,False
4091,-122.420691681,37.7905770711,0,False
4092,-122.413310043,37.764614699,1,False
4093,-122.421195222,37.7847536578,0,False
4094,-122.418486297,37.7634954373,1,False
4095,-122.418272166,37.7619029613,1,False
4096,-122.416419615,37.7547568333,1,False
4097,-122.418272166,37.7619029613,1,False
4098,-122.416569016,37.7555687969,1,False
4099,-122.416482528,37.7604549121,1,False
4100,-122.416482528,37.7604549121,1,False
4101,-122.414693065,37.7588955948,1,False
4102,-122.417955822,37.7578801214,1,False
4103,-122.417802963,37.7562822237,1,False
4104,-122.420497289,37.7896188193,0,False
4105,-122.415921585,37.7596123169,1,False
4106,-122.416569016,37.7555687969,1,False
4107,-122.418701003,37.7651098786,1,False
4108,-122.420307356,37.7886989512,0,False
4109,-122.420307356,37.7886989512,0,False
4110,-122.418486297,37.7634954373,1,False
4111,-122.418486297,37.7634954373,1,False
4112,-122.418486297,37.7634954373,1,False
4113,-122.418486297,37.7634954373,1,False
4114,-122.418486297,37.7634954373,1,False
4115,-122.418486297,37.7634954373,1,False
4116,-122.418486297,37.7634954373,1,False
4117,-122.418486297,37.7634954373,1,False
4118,-122.416452066,37.7863086886,0,False
4119,-122.413107623,37.765448018,1,False
4120,-122.413107623,37.765448018,1,False
4121,-122.413591696,37.7638222259,1,False
4122,-122.413591696,37.7638222259,1,False
4123,-122.41638971,37.7652491154,1,False
4124,-122.417970955,37.7594884557,1,False
4125,-122.420874632,37.7914943052,0,False
4126,-122.415770264,37.7580118295,1,False
4127,-122.415770264,37.7580118295,1,False
4128,-122.416230393,37.7636337703,1,False
4129,-122.416230393,37.7636337703,1,False
4130,-122.410416664,37.7727234014,1,False
4131,-122.415783593,37.759620426,1,False
4132,-122.415783593,37.759620426,1,False
4133,-122.416878691,37.7595544125,1,False
4134,-122.420874632,37.7914943052,0,False
4135,-122.420874632,37.7914943052,0,False
4136,-122.420874632,37.7914943052,0,False
4137,-122.420874632,37.7914943052,0,False
4138,-122.416230393,37.7636337703,1,False
4139,-122.416230393,37.7636337703,1,False
4140,-122.416230393,37.7636337703,1,False
4141,-122.420874632,37.7914943052,0,False
4142,-122.420874632,37.7914943052,0,False
4143,-122.416230393,37.7636337703,1,False
4144,-122.416230393,37.7636337703,1,False
4145,-122.416230393,37.7636337703,1,False
4146,-122.416230393,37.7636337703,1,False
4147,-122.416230393,37.7636337703,1,False
4148,-122.416230393,37.7636337703,1,False
4149,-122.422188261,37.7726948237,1,False
4150,-122.400636718,37.7648971147,1,False
4151,-122.400636718,37.7648971147,1,False
4152,-122.418486297,37.7634954373,1,False
4153,-122.418891811,37.7562166627,1,False
4154,-122.417028392,37.7603656932,1,False
4155,-122.418108926,37.7594801326,1,False
4156,-122.415932937,37.761222333,1,False
4157,-122.415921585,37.7596123169,1,False
4158,-122.414371006,37.7637969013,1,False
4159,-122.414371006,37.7637969013,1,False
4160,-122.418486297,37.7634954373,1,False
4161,-122.418486297,37.7634954373,1,False
4162,-122.418486297,37.7634954373,1,False
4163,-122.416320645,37.7587424639,1,False
4164,-122.416236885,37.7644311472,1,False
4165,-122.423340547,37.7962454397,0,False
4166,-122.419159191,37.7833430636,0,False
4167,-122.4188305,37.7618127069,1,False
4168,-122.416733654,37.7910106631,0,False
4169,-122.416261837,37.7853750846,0,False
4170,-122.418486297,37.7634954373,1,False
4171,-122.418486297,37.7634954373,1,False
4172,-122.416331137,37.7588520014,1,False
4173,-122.413881627,37.762985764,1,False
4174,-122.413881627,37.762985764,1,False
4175,-122.413881627,37.762985764,1,False
4176,-122.420874632,37.7914943052,0,False
4177,-122.420874632,37.7914943052,0,False
4178,-122.41592985,37.7604330004,1,False
4179,-122.41592985,37.7604330004,1,False
4180,-122.41592985,37.7604330004,1,False
4181,-122.472972401,37.7132391314,2,False
4182,-122.420874632,37.7914943052,0,False
4183,-122.420874632,37.7914943052,0,False
4184,-122.420874632,37.7914943052,0,False
4185,-122.41592985,37.7604330004,1,False
4186,-122.41592985,37.7604330004,1,False
4187,-122.414845139,37.7605000726,1,False
4188,-122.408593311,37.7895598701,3,False
4189,-122.408593311,37.7895598701,3,False
4190,-122.438519414,37.7196053034,2,False
4191,-122.422188261,37.7726948237,1,False
4192,-122.418486297,37.7634954373,1,False
4193,-122.416070933,37.7612142237,1,False
4194,-122.418415888,37.7626869632,1,False
4195,-122.415326258,37.7548226306,1,False
4196,-122.415783593,37.759620426,1,False
4197,-122.418124262,37.7610901241,1,False
4198,-122.417970955,37.7594884557,1,False
4199,-122.41592985,37.7604330004,1,False
4200,-122.41592985,37.7604330004,1,False
4201,-122.41592985,37.7604330004,1,False
4202,-122.41592985,37.7604330004,1,False
4203,-122.41664237,37.7872450378,0,False
4204,-122.423340547,37.7962454397,0,False
4205,-122.420874632,37.7914943052,0,False
4206,-122.420874632,37.7914943052,0,False
4207,-122.420874632,37.7914943052,0,False
4208,-122.420874632,37.7914943052,0,False
4209,-122.418090767,37.7861007452,0,False
4210,-122.415308389,37.7653161356,1,False
4211,-122.415770264,37.7580118295,1,False
4212,-122.415770264,37.7580118295,1,False
4213,-122.420691681,37.7905770711,0,False
4214,-122.422330464,37.7903690689,0,False
4215,-122.418124262,37.7610901241,1,False
4216,-122.418124262,37.7610901241,1,False
4217,-122.422874083,37.7930494294,0,False
4218,-122.41592985,37.7604330004,1,False
4219,-122.41718521,37.7627583408,1,False
4220,-122.417817853,37.7578884408,1,False
4221,-122.417817853,37.7578884408,1,False
4222,-122.415770264,37.7580118295,1,False
4223,-122.415770264,37.7580118295,1,False
4224,-122.420874632,37.7914943052,0,False
4225,-122.41592985,37.7604330004,1,False
4226,-122.41592985,37.7604330004,1,False
4227,-122.492708772,37.7394765463,4,False
4228,-122.492708772,37.7394765463,4,False
4229,-122.415155941,37.7636979309,1,False
4230,-122.417566721,37.760279276,1,False
4231,-122.416082198,37.7628232674,1,False
4232,-122.428687264,37.8008967366,0,False
4233,-122.41866733,37.760322979,1,False
4234,-122.420874632,37.7914943052,0,False
4235,-122.420874632,37.7914943052,0,False
4236,-122.420874632,37.7914943052,0,False
4237,-122.420874632,37.7914943052,0,False
4238,-122.41592985,37.7604330004,1,False
4239,-122.41592985,37.7604330004,1,False
4240,-122.420874632,37.7914943052,0,False
4241,-122.420874632,37.7914943052,0,False
4242,-122.420874632,37.7914943052,0,False
4243,-122.41592985,37.7604330004,1,False
4244,-122.41592985,37.7604330004,1,False
4245,-122.418274172,37.7870372044,0,False
4246,-122.414394079,37.7564874116,1,False
4247,-122.418486297,37.7634954373,1,False
4248,-122.415921585,37.7596123169,1,False
4249,-122.418537075,37.8061515936,0,False
4250,-122.418486297,37.7634954373,1,False
4251,-122.416569016,37.7555687969,1,False
4252,-122.417423841,37.7587860207,1,False
4253,-122.416720982,37.7571677817,1,False
4254,-122.41453204,37.7564790387,1,False
4255,-122.420874632,37.7914943052,0,False
4256,-122.420874632,37.7914943052,0,False
4257,-122.420874632,37.7914943052,0,False
4258,-122.420874632,37.7914943052,0,False
4259,-122.41592985,37.7604330004,1,False
4260,-122.41592985,37.7604330004,1,False
4261,-122.41592985,37.7604330004,1,False
4262,-122.41592985,37.7604330004,1,False
4263,-122.417664997,37.7562905437,1,False
4264,-122.417664997,37.7562905437,1,False
4265,-122.415932937,37.761222333,1,False
4266,-122.415932937,37.761222333,1,False
4267,-122.403404791,37.7754207067,3,False
4268,-122.41592985,37.7604330004,1,False
4269,-122.41592985,37.7604330004,1,False
4270,-122.411302813,37.7855355791,3,False
4271,-122.422516967,37.7912889898,0,False
4272,-122.416082198,37.7628232674,1,False
4273,-122.434249624,37.7692002896,1,False
4274,-122.403404791,37.7754207067,3,False
4275,-122.415629332,37.7572322279,1,False
4276,-122.415629332,37.7572322279,1,False
4277,-122.42451817,37.7702994621,1,False
4278,-122.414683321,37.7580774437,1,False
4279,-122.422188261,37.7726948237,1,False
4280,-122.414683321,37.7580774437,1,False
4281,-122.414683321,37.7580774437,1,False
4282,-122.417664997,37.7562905437,1,False
4283,-122.417477013,37.7643577517,1,False
4284,-122.422695629,37.7921733285,0,False
4285,-122.422695629,37.7921733285,0,False
4286,-122.416075285,37.7844496613,0,False
4287,-122.416075285,37.7844496613,0,False
4288,-122.416230393,37.7636337703,1,False
4289,-122.410416664,37.7727234014,1,False
4290,-122.416261837,37.7853750846,0,False
4291,-122.416230393,37.7636337703,1,False
4292,-122.476626977,37.7420556906,4,False
4293,-122.416230393,37.7636337703,1,False
4294,-122.420874632,37.7914943052,0,False
4295,-122.420874632,37.7914943052,0,False
4296,-122.420874632,37.7914943052,0,False
4297,-122.420874632,37.7914943052,0,False
4298,-122.420874632,37.7914943052,0,False
4299,-122.420874632,37.7914943052,0,False
4300,-122.420874632,37.7914943052,0,False
4301,-122.41592985,37.7604330004,1,False
4302,-122.416075285,37.7844496613,0,False
4303,-122.422516967,37.7912889898,0,False
4304,-122.422139511,37.7894107633,0,False
4305,-122.41937472,37.7465040378,1,False
4306,-122.421762502,37.7875490095,0,False
4307,-122.417970955,37.7594884557,1,False
4308,-122.416569016,37.7555687969,1,False
4309,-122.416082198,37.7628232674,1,False
4310,-122.416082198,37.7628232674,1,False
4311,-122.416070933,37.7612142237,1,False
4312,-122.416075285,37.7844496613,0,False
4313,-122.440148638,37.7992028074,0,False
4314,-122.417817853,37.7578884408,1,False
4315,-122.417970955,37.7594884557,1,False
4316,-122.416075285,37.7844496613,0,False
4317,-122.416075285,37.7844496613,0,False
4318,-122.417710345,37.7842362878,0,False
4319,-122.417710345,37.7842362878,0,False
4320,-122.416452066,37.7863086886,0,False
4321,-122.416075285,37.7844496613,0,False
4322,-122.419366295,37.7840280452,0,False
4323,-122.418124262,37.7610901241,1,False
4324,-122.422330464,37.7903690689,0,False
4325,-122.422330464,37.7903690689,0,False
4326,-122.417339032,37.7643660723,1,False
4327,-122.417339032,37.7643660723,1,False
4328,-122.422695629,37.7921733285,0,False
4329,-122.422695629,37.7921733285,0,False
4330,-122.420874632,37.7914943052,0,False
4331,-122.420874632,37.7914943052,0,False
4332,-122.403404791,37.7754207067,3,False
4333,-122.403404791,37.7754207067,3,False
4334,-122.416261837,37.7853750846,0,False
4335,-122.416075285,37.7844496613,0,False
4336,-122.418844748,37.789829767,0,False
4337,-122.421011928,37.7838226942,0,False
4338,-122.419039119,37.7907880214,0,False
4339,-122.416142934,37.7921621932,0,False
4340,-122.417812559,37.7571005796,1,False
4341,-122.417817853,37.7578884408,1,False
4342,-122.417664997,37.7562905437,1,False
4343,-122.417664997,37.7562905437,1,False
4344,-122.417913862,37.7635887638,1,False
4345,-122.416075285,37.7844496613,0,False
4346,-122.416230393,37.7636337703,1,False
4347,-122.416230393,37.7636337703,1,False
4348,-122.416230393,37.7636337703,1,False
4349,-122.417970955,37.7594884557,1,False
4350,-122.417817853,37.7578884408,1,False
4351,-122.416075285,37.7844496613,0,False
4352,-122.41592985,37.7604330004,1,False
4353,-122.41592985,37.7604330004,1,False
4354,-122.41592985,37.7604330004,1,False
4355,-122.42206273,37.7899200015,0,False
4356,-122.412054141,37.7816136403,3,False
4357,-122.419515708,37.7634292328,1,False
4358,-122.415155941,37.7636979309,1,False
4359,-122.416569016,37.7555687969,1,False
4360,-122.419039119,37.7907880214,0,False
4361,-122.413591696,37.7638222259,1,False
4362,-122.417964484,37.7586968166,1,False
4363,-122.415617252,37.756413769,1,False
4364,-122.415617252,37.756413769,1,False
4365,-122.416025191,37.7556559649,1,False
4366,-122.416025191,37.7556559649,1,False
4367,-122.416261837,37.7853750846,0,False
4368,-122.418753848,37.756225012,1,False
4369,-122.418753848,37.756225012,1,False
4370,-122.416230393,37.7636337703,1,False
4371,-122.416230393,37.7636337703,1,False
4372,-122.416230393,37.7636337703,1,False
4373,-122.416230393,37.7636337703,1,False
4374,-122.416230393,37.7636337703,1,False
4375,-122.417903978,37.7851670876,0,False
4376,-122.416075285,37.7844496613,0,False
4377,-122.417332583,37.7635718956,1,False
4378,-122.420874632,37.7914943052,0,False
4379,-122.420874632,37.7914943052,0,False
4380,-122.420874632,37.7914943052,0,False
4381,-122.420874632,37.7914943052,0,False
4382,-122.416569016,37.7555687969,1,False
4383,-122.415155941,37.7636979309,1,False
4384,-122.413591696,37.7638222259,1,False
4385,-122.414683321,37.7580774437,1,False
4386,-122.414683321,37.7580774437,1,False
4387,-122.423227152,37.794817352,0,False
4388,-122.423227152,37.794817352,0,False
4389,-122.417802963,37.7562822237,1,False
4390,-122.413591696,37.7638222259,1,False
4391,-122.418486297,37.7634954373,1,False
4392,-122.418904205,37.7570361132,1,False
4393,-122.41592985,37.7604330004,1,False
4394,-122.41592985,37.7604330004,1,False
4395,-122.416569016,37.7555687969,1,False
4396,-122.417964484,37.7586968166,1,False
4397,-122.416230393,37.7636337703,1,False
4398,-122.416230393,37.7636337703,1,False
4399,-122.416230393,37.7636337703,1,False
4400,-122.416230393,37.7636337703,1,False
4401,-122.416230393,37.7636337703,1,False
4402,-122.476626977,37.7420556906,4,False
4403,-122.422874083,37.7930494294,0,False
4404,-122.422874083,37.7930494294,0,False
4405,-122.422516967,37.7912889898,0,False
4406,-122.422516967,37.7912889898,0,False
4407,-122.422695629,37.7921733285,0,False
4408,-122.422516967,37.7912889898,0,False
4409,-122.422695629,37.7921733285,0,False
4410,-122.422695629,37.7921733285,0,False
4411,-122.422695629,37.7921733285,0,False
4412,-122.413591696,37.7638222259,1,False
4413,-122.413591696,37.7638222259,1,False
4414,-122.413591696,37.7638222259,1,False
4415,-122.413591696,37.7638222259,1,False
4416,-122.413591696,37.7638222259,1,False
4417,-122.413591696,37.7638222259,1,False
4418,-122.413591696,37.7638222259,1,False
4419,-122.413591696,37.7638222259,1,False
4420,-122.413591696,37.7638222259,1,False
4421,-122.422695629,37.7921733285,0,False
4422,-122.422695629,37.7921733285,0,False
4423,-122.420874632,37.7914943052,0,False
4424,-122.420874632,37.7914943052,0,False
4425,-122.425618312,37.7899500809,0,False
4426,-122.425618312,37.7899500809,0,False
4427,-122.422330464,37.7903690689,0,False
4428,-122.419515708,37.7634292328,1,False
4429,-122.415155941,37.7636979309,1,False
4430,-122.415932937,37.761222333,1,False
4431,-122.416872884,37.7587640201,1,False
4432,-122.416078424,37.7620347867,1,False
4433,-122.420874632,37.7914943052,0,False
4434,-122.420874632,37.7914943052,0,False
4435,-122.420874632,37.7914943052,0,False
4436,-122.420874632,37.7914943052,0,False
4437,-122.420874632,37.7914943052,0,False
4438,-122.460301751,37.7242085323,2,False
4439,-122.422874083,37.7930494294,0,False
4440,-122.423049294,37.7939338236,0,False
4441,-122.421572274,37.7866181601,0,False
4442,-122.423049294,37.7939338236,0,False
4443,-122.417964484,37.7586968166,1,False
4444,-122.422695629,37.7921733285,0,False
4445,-122.414544669,37.7572992974,1,False
4446,-122.417964484,37.7586968166,1,False
4447,-122.403404791,37.7754207067,3,False
4448,-122.412483263,37.7706305911,1,False
4449,-122.412483263,37.7706305911,1,False
4450,-122.417964484,37.7586968166,1,False
4451,-122.417964484,37.7586968166,1,False
4452,-122.419331148,37.7622643357,1,False
4453,-122.419331148,37.7622643357,1,False
4454,-122.41592985,37.7604330004,1,False
4455,-122.41592985,37.7604330004,1,False
4456,-122.41592985,37.7604330004,1,False
4457,-122.41592985,37.7604330004,1,False
4458,-122.416078424,37.7620347867,1,False
4459,-122.416078424,37.7620347867,1,False
4460,-122.414693065,37.7588955948,1,False
4461,-122.414693065,37.7588955948,1,False
4462,-122.417812559,37.7571005796,1,False
4463,-122.417812559,37.7571005796,1,False
4464,-122.416261837,37.7853750846,0,False
4465,-122.418090767,37.7861007452,0,False
4466,-122.417339032,37.7643660723,1,False
4467,-122.420691681,37.7905770711,0,False
4468,-122.416075285,37.7844496613,0,False
4469,-122.416261837,37.7853750846,0,False
4470,-122.420874632,37.7914943052,0,False
4471,-122.420874632,37.7914943052,0,False
4472,-122.420874632,37.7914943052,0,False
4473,-122.420874632,37.7914943052,0,False
4474,-122.417955822,37.7578801214,1,False
4475,-122.420874632,37.7914943052,0,False
4476,-122.420874632,37.7914943052,0,False
4477,-122.417964484,37.7586968166,1,False
4478,-122.416872884,37.7587640201,1,False
4479,-122.416872884,37.7587640201,1,False
4480,-122.403775865,37.7282405027,1,False
4481,-122.416872884,37.7587640201,1,False
4482,-122.423049294,37.7939338236,0,False
4483,-122.423227152,37.794817352,0,False
4484,-122.416720982,37.7571677817,1,False
4485,-122.415000537,37.7620990021,1,False
